Place,Date,Time,Value,Unit,Value,Unit,Value,Unit,Value,Unit
565,1/9/25,15:04:56,90.6,T1 KTemp F,72.6,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
566,1/9/25,15:04:58,90.6,T1 KTemp F,72.6,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
567,1/9/25,15:05:00,90.6,T1 KTemp F,72.6,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
568,1/9/25,15:05:02,90.6,T1 KTemp F,72.6,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
569,1/9/25,15:05:04,90.6,T1 KTemp F,72.6,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
570,1/9/25,15:05:06,90.6,T1 KTemp F,72.6,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
571,1/9/25,15:05:08,90.6,T1 KTemp F,72.6,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
572,1/9/25,15:05:10,90.6,T1 KTemp F,72.6,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
573,1/9/25,15:05:12,90.6,T1 KTemp F,72.6,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
574,1/9/25,15:05:14,90.6,T1 KTemp F,72.6,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
575,1/9/25,15:05:16,90.6,T1 KTemp F,72.6,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
576,1/9/25,15:05:18,90.6,T1 KTemp F,72.6,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
577,1/9/25,15:05:20,90.6,T1 KTemp F,72.6,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
578,1/9/25,15:05:22,90.6,T1 KTemp F,72.6,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
579,1/9/25,15:05:24,90.6,T1 KTemp F,72.6,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
580,1/9/25,15:05:26,90.6,T1 KTemp F,72.6,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
581,1/9/25,15:05:28,90.6,T1 KTemp F,72.6,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
582,1/9/25,15:05:30,90.6,T1 KTemp F,72.6,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
583,1/9/25,15:05:32,90.6,T1 KTemp F,72.6,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
584,1/9/25,15:05:34,90.6,T1 KTemp F,72.6,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
585,1/9/25,15:05:36,90.6,T1 KTemp F,72.6,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
586,1/9/25,15:05:38,90.6,T1 KTemp F,72.6,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
587,1/9/25,15:05:40,90.6,T1 KTemp F,72.6,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
588,1/9/25,15:05:42,90.6,T1 KTemp F,72.6,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
589,1/9/25,15:05:44,90.6,T1 KTemp F,72.6,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
590,1/9/25,15:05:46,90.6,T1 KTemp F,72.6,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
591,1/9/25,15:05:48,90.6,T1 KTemp F,72.6,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
592,1/9/25,15:05:50,90.6,T1 KTemp F,72.6,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
593,1/9/25,15:05:52,90.6,T1 KTemp F,72.6,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
594,1/9/25,15:05:54,90.6,T1 KTemp F,72.6,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
595,1/9/25,15:05:56,90.6,T1 KTemp F,72.6,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
596,1/9/25,15:05:58,90.6,T1 KTemp F,72.6,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
597,1/9/25,15:06:00,90.6,T1 KTemp F,72.6,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
598,1/9/25,15:06:02,90.6,T1 KTemp F,72.6,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
599,1/9/25,15:06:04,90.6,T1 KTemp F,72.6,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
600,1/9/25,15:06:06,90.6,T1 KTemp F,72.6,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
601,1/9/25,15:06:08,90.6,T1 KTemp F,72.6,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
602,1/9/25,15:06:10,90.6,T1 KTemp F,72.6,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
603,1/9/25,15:06:12,90.6,T1 KTemp F,72.6,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
604,1/9/25,15:06:14,90.6,T1 KTemp F,72.6,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
605,1/9/25,15:06:16,90.6,T1 KTemp F,72.6,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
606,1/9/25,15:06:18,90.6,T1 KTemp F,72.6,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
607,1/9/25,15:06:20,90.6,T1 KTemp F,72.6,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
608,1/9/25,15:06:22,90.6,T1 KTemp F,72.6,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
609,1/9/25,15:06:24,90.6,T1 KTemp F,72.6,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
610,1/9/25,15:06:26,90.6,T1 KTemp F,72.6,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
611,1/9/25,15:06:28,90.6,T1 KTemp F,72.6,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
612,1/9/25,15:06:30,90.6,T1 KTemp F,72.6,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
613,1/9/25,15:06:32,90.6,T1 KTemp F,72.6,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
614,1/9/25,15:06:34,90.6,T1 KTemp F,72.6,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
615,1/9/25,15:06:36,90.6,T1 KTemp F,72.6,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
616,1/9/25,15:06:38,90.6,T1 KTemp F,72.6,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
617,1/9/25,15:06:40,90.6,T1 KTemp F,72.6,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
618,1/9/25,15:06:42,90.6,T1 KTemp F,72.6,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
619,1/9/25,15:06:44,90.6,T1 KTemp F,72.6,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
620,1/9/25,15:06:46,90.6,T1 KTemp F,72.6,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
621,1/9/25,15:06:48,90.6,T1 KTemp F,72.6,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
622,1/9/25,15:06:50,90.6,T1 KTemp F,72.6,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
623,1/9/25,15:06:52,90.6,T1 KTemp F,72.6,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
624,1/9/25,15:06:54,90.6,T1 KTemp F,72.6,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
625,1/9/25,15:06:56,90.6,T1 KTemp F,72.6,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
626,1/9/25,15:06:58,90.6,T1 KTemp F,72.6,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
627,1/9/25,15:07:00,90.6,T1 KTemp F,72.6,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
628,1/9/25,15:07:02,90.6,T1 KTemp F,72.6,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
629,1/9/25,15:07:04,90.6,T1 KTemp F,72.6,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
630,1/9/25,15:07:06,90.6,T1 KTemp F,72.6,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
631,1/9/25,15:07:08,90.6,T1 KTemp F,72.6,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
632,1/9/25,15:07:10,90.6,T1 KTemp F,72.6,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
633,1/9/25,15:07:12,90.6,T1 KTemp F,72.6,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
634,1/9/25,15:07:14,90.6,T1 KTemp F,72.6,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
635,1/9/25,15:07:16,90.6,T1 KTemp F,72.6,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
636,1/9/25,15:07:18,90.6,T1 KTemp F,72.6,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
637,1/9/25,15:07:20,90.6,T1 KTemp F,72.6,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
638,1/9/25,15:07:22,90.6,T1 KTemp F,72.6,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
639,1/9/25,15:07:24,90.6,T1 KTemp F,72.6,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
640,1/9/25,15:07:26,90.6,T1 KTemp F,72.6,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
641,1/9/25,15:07:28,90.6,T1 KTemp F,72.6,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
642,1/9/25,15:07:30,90.6,T1 KTemp F,72.6,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
643,1/9/25,15:07:32,90.5,T1 KTemp F,72.6,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
644,1/9/25,15:07:34,90.5,T1 KTemp F,72.6,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
645,1/9/25,15:07:36,90.5,T1 KTemp F,72.6,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
646,1/9/25,15:07:38,90.5,T1 KTemp F,72.6,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
647,1/9/25,15:07:40,90.5,T1 KTemp F,72.6,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
648,1/9/25,15:07:42,90.5,T1 KTemp F,72.6,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
649,1/9/25,15:07:44,90.6,T1 KTemp F,72.6,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
650,1/9/25,15:07:46,90.6,T1 KTemp F,72.6,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
651,1/9/25,15:07:48,90.6,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
652,1/9/25,15:07:50,90.6,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
653,1/9/25,15:07:52,90.6,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
654,1/9/25,15:07:54,90.5,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
655,1/9/25,15:07:56,90.5,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
656,1/9/25,15:07:58,90.5,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
657,1/9/25,15:08:00,90.5,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
658,1/9/25,15:08:02,90.5,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
659,1/9/25,15:08:04,90.5,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
660,1/9/25,15:08:06,90.5,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
661,1/9/25,15:08:08,90.5,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
662,1/9/25,15:08:10,90.5,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
663,1/9/25,15:08:12,90.5,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
664,1/9/25,15:08:14,90.5,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
665,1/9/25,15:08:16,90.5,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
666,1/9/25,15:08:18,90.5,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
667,1/9/25,15:08:20,90.5,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
668,1/9/25,15:08:22,90.5,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
669,1/9/25,15:08:24,90.5,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
670,1/9/25,15:08:26,90.5,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
671,1/9/25,15:08:28,90.5,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
672,1/9/25,15:08:30,90.5,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
673,1/9/25,15:08:32,90.5,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
674,1/9/25,15:08:34,90.5,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
675,1/9/25,15:08:36,90.5,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
676,1/9/25,15:08:38,90.5,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
677,1/9/25,15:08:40,90.5,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
678,1/9/25,15:08:42,90.5,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
679,1/9/25,15:08:44,90.5,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
680,1/9/25,15:08:46,90.5,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
681,1/9/25,15:08:48,90.5,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
682,1/9/25,15:08:50,90.5,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
683,1/9/25,15:08:52,90.5,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
684,1/9/25,15:08:54,90.5,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
685,1/9/25,15:08:56,90.5,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
686,1/9/25,15:08:58,90.5,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
687,1/9/25,15:09:00,90.5,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
688,1/9/25,15:09:02,90.5,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
689,1/9/25,15:09:04,90.5,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
690,1/9/25,15:09:06,90.5,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
691,1/9/25,15:09:08,90.5,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
692,1/9/25,15:09:10,90.5,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
693,1/9/25,15:09:12,90.5,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
694,1/9/25,15:09:14,90.5,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
695,1/9/25,15:09:16,90.5,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
696,1/9/25,15:09:18,90.5,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
697,1/9/25,15:09:20,90.5,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
698,1/9/25,15:09:22,90.5,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
699,1/9/25,15:09:24,90.5,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
700,1/9/25,15:09:26,90.5,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
701,1/9/25,15:09:28,90.5,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
702,1/9/25,15:09:30,90.5,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
703,1/9/25,15:09:32,90.5,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
704,1/9/25,15:09:34,90.5,T1 KTemp F,72.4,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
705,1/9/25,15:09:36,90.5,T1 KTemp F,72.4,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
706,1/9/25,15:09:38,90.5,T1 KTemp F,72.4,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
707,1/9/25,15:09:40,90.5,T1 KTemp F,72.4,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
708,1/9/25,15:09:42,90.5,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
709,1/9/25,15:09:44,90.5,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
710,1/9/25,15:09:46,90.5,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
711,1/9/25,15:09:48,90.5,T1 KTemp F,72.4,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
712,1/9/25,15:09:50,90.5,T1 KTemp F,72.4,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
713,1/9/25,15:09:52,90.5,T1 KTemp F,72.4,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
714,1/9/25,15:09:54,90.5,T1 KTemp F,72.4,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
715,1/9/25,15:09:56,90.4,T1 KTemp F,72.4,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
716,1/9/25,15:09:58,90.4,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
717,1/9/25,15:10:00,90.4,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
718,1/9/25,15:10:02,90.5,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
719,1/9/25,15:10:04,90.5,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
720,1/9/25,15:10:06,90.5,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
721,1/9/25,15:10:08,90.5,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
722,1/9/25,15:10:10,90.4,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
723,1/9/25,15:10:12,90.4,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
724,1/9/25,15:10:14,90.3,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
725,1/9/25,15:10:16,90.3,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
726,1/9/25,15:10:18,90.3,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
727,1/9/25,15:10:20,90.3,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
728,1/9/25,15:10:22,90.3,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
729,1/9/25,15:10:24,90.3,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
730,1/9/25,15:10:26,90.3,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
731,1/9/25,15:10:28,90.3,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
732,1/9/25,15:10:30,90.3,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
733,1/9/25,15:10:32,90.3,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
734,1/9/25,15:10:34,90.3,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
735,1/9/25,15:10:36,90.3,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
736,1/9/25,15:10:38,90.3,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
737,1/9/25,15:10:40,90.3,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
738,1/9/25,15:10:42,90.3,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
739,1/9/25,15:10:44,90.3,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
740,1/9/25,15:10:46,90.3,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
741,1/9/25,15:10:48,90.3,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
742,1/9/25,15:10:50,90.3,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
743,1/9/25,15:10:52,90.3,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
744,1/9/25,15:10:54,90.3,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
745,1/9/25,15:10:56,90.3,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
746,1/9/25,15:10:58,90.3,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
747,1/9/25,15:11:00,90.3,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
748,1/9/25,15:11:02,90.3,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
749,1/9/25,15:11:04,90.3,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
750,1/9/25,15:11:06,90.3,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
751,1/9/25,15:11:08,90.3,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
752,1/9/25,15:11:10,90.3,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
753,1/9/25,15:11:12,90.3,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
754,1/9/25,15:11:14,90.3,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
755,1/9/25,15:11:16,90.3,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
756,1/9/25,15:11:18,90.3,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
757,1/9/25,15:11:20,90.3,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
758,1/9/25,15:11:22,90.3,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
759,1/9/25,15:11:24,90.3,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
760,1/9/25,15:11:26,90.3,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
761,1/9/25,15:11:28,90.3,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
762,1/9/25,15:11:30,90.3,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
763,1/9/25,15:11:32,90.3,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
764,1/9/25,15:11:34,90.3,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
765,1/9/25,15:11:36,90.3,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
766,1/9/25,15:11:38,90.3,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
767,1/9/25,15:11:40,90.3,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
768,1/9/25,15:11:42,90.3,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
769,1/9/25,15:11:44,90.3,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
770,1/9/25,15:11:46,90.3,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
771,1/9/25,15:11:48,90.3,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
772,1/9/25,15:11:50,90.3,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
773,1/9/25,15:11:52,90.3,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
774,1/9/25,15:11:54,90.3,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
775,1/9/25,15:11:56,90.3,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
776,1/9/25,15:11:58,90.3,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
777,1/9/25,15:12:00,90.3,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
778,1/9/25,15:12:02,90.3,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
779,1/9/25,15:12:04,90.3,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
780,1/9/25,15:12:06,90.3,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
781,1/9/25,15:12:08,90.3,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
782,1/9/25,15:12:10,90.3,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
